college_id,college_name,division,district,address,coordinates_lat,coordinates_lng,website,contact_phone,contact_email,establishment_year,college_type,ug_programs,pg_programs,degree_names,course_durations,eligibility_criteria,cutoff_details,medium_of_instruction,facilities,hostel_available,hostel_fee_range_inr,library_details,lab_details,sports_available,fees_annual_range_inr,career_paths_private,career_paths_government,entrepreneurship_options,higher_education_options,data_source
KMR-064,Government Degree College Zainapora,Kashmir,Shopian,Zainapora,33.75,74.8,,,gdczainapora@gmail.com,2000,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹6,500",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
KMR-065,Government Degree College Bandipora,Kashmir,Bandipora,Bandipora,34.418,74.645,,01957-226033,degreecollegebpr@gmail.com,1992,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹6,500",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
KMR-066,Government Degree College Gurez,Kashmir,Bandipora,Gurez,34.65,74.85,,01957-255287,principalgdcgurez@yahoo.com,1995,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹6,500",Border area employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
KMR-067,Government Degree College Sumbal,Kashmir,Bandipora,Sumbal,34.35,74.6,,01954-230208,principalgdcsumbal@gmail.com,2000,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹6,500",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
KMR-068,Government Degree College Hajin,Kashmir,Bandipora,Hajin,34.38,74.62,,,degreecollegehajin@gmail.com,2005,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹6,500",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
KMR-069,Government Degree College Tulail,Kashmir,Bandipora,Tulail,34.45,74.7,,,gdctulail123@gmail.com,2008,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹6,500",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
KMR-070,Government Degree College Ajas,Kashmir,Bandipora,Ajas,34.4,74.68,,,principalgdcajas@gmail.com,2010,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹6,500",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-001,Government Gandhi Memorial Science College,Jammu,Jammu,"Canal Road, Jammu",32.726,74.857,,0191-2578189,principalggm@gmail.com,1907,Science College,Yes,Yes,"B.Sc (Physics, Chemistry, Biology, Mathematics)",3 years,"10+2 Science, 60% minimum",Merit-based,English,"Advanced Labs, Library, Research",No,,Large science library,Physics/Chemistry labs,Yes,"₹6,000-₹8,000","Lab tech, QA, analyst",JKSSB Laboratory Assistant,Coaching center,"M.Sc, M.Tech",J&K Higher Education Department
JMU-002,Government Women College Parade Jammu,Jammu,Jammu,"Parade Ground, Jammu",32.727,74.856,,0191-2544305,principalgcwparade@gmail.com,1955,Women's College,Yes,Yes,"BA, B.Sc, B.Com",3 years,10+2 (Female only),Merit-based,English/Hindi/Urdu,"Hostel, Library, Labs, Auditorium",Yes,"₹15,000-₹25,000",Women's library,Science labs,Yes,"₹5,000-₹7,500","Corporate, NGOs",JKSSB Teacher,Women business,"MA, M.Sc, B.Ed",J&K Higher Education Department
JMU-003,Government Maulana Azad Memorial College,Jammu,Jammu,Jammu,32.726,74.857,,0191-2453497,mamcollege1954@rediffmail.com,1954,General Degree,Yes,Yes,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Labs, Sports",No,,Central library,Science labs,Yes,"₹5,500-₹8,000","Government services, banking",JKSSB Admin,Business services,"MA, M.Sc, M.Com",J&K Higher Education Department
JMU-004,Sri Pratap Memorial Rajput College of Commerce,Jammu,Jammu,Jammu,32.726,74.857,,0191-2580965,principal.spmrcollege@gmail.com,1965,Commerce College,Yes,Yes,"B.Com, BBA",3 years,"10+2, 50% minimum",Merit-based,English/Hindi,"Library, Computer labs",No,,Commerce library,Computer labs,Yes,"₹6,000-₹9,000","Banking, finance, accounting",JKSSB Accounts,Financial services,"M.Com, MBA",J&K Higher Education Department
JMU-005,Government Women College Gandhi Nagar,Jammu,Jammu,"Gandhi Nagar, Jammu",32.73,74.85,,0191-2435158,principal@gcwgandhinagar.com,1970,Women's College,Yes,Yes,"BA, B.Sc, B.Com",3 years,10+2 (Female only),Merit-based,English/Hindi,"Library, Labs, Women facilities",Yes,"₹12,000-₹20,000",Women's library,Science labs,Yes,"₹5,000-₹7,500","Admin, teaching",JKSSB Teacher,Women services,"MA, M.Sc, M.Com",J&K Higher Education Department
JMU-006,Government Degree College R.S.Pura,Jammu,Jammu,R.S.Pura,32.62,74.79,,01923-252958,gdcrspura@gmail.com,1980,General Degree,Yes,Yes,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Labs, Sports",No,,Department library,Science labs,Yes,"₹5,500-₹8,000",Local employment,JKSSB,Local business,"MA, M.Sc, M.Com",J&K Higher Education Department
JMU-007,Government Degree College Akhnoor,Jammu,Jammu,Akhnoor,32.867,74.744,,,principalgdcakhnoor@gmail.com,1985,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic labs",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,500",Border area employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-008,Government College of Education Jammu,Jammu,Jammu,Jammu,32.726,74.857,,0191-2577401,Gcoe.jammu@gmail.com,1960,Teacher Education,Yes,Yes,"B.Ed, M.Ed",2 years,Graduation with 50%,Merit-based,English/Hindi,"Education labs, Library",No,,Education library,Education technology labs,Yes,"₹8,000-₹12,000",Private schools,JKSSB Teacher,Coaching institutes,"M.Ed, PhD",J&K Higher Education Department
JMU-009,Government Degree College Paloura,Jammu,Jammu,"Paloura, Jammu",32.72,74.88,,0191-2565182,principalgdc_paloura@yahoo.co.in,1990,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Labs",No,,Department library,Basic labs,Yes,"₹5,000-₹7,500",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-010,Government Degree College Bishnah,Jammu,Jammu,Bishnah,32.6,74.85,,,gdcbishnah@gmail.com,1995,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-011,Government Degree College Khour,Jammu,Jammu,Khour,32.65,74.9,,01924-234964,gdckhourj@gmail.com,2000,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-012,Government Degree College Jiandrah,Jammu,Jammu,Jiandrah,32.75,74.95,,0191-2661419,gdcjindrah@gmail.com,2005,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-013,Government Degree College Nagrota,Jammu,Jammu,Nagrota,32.8,74.8,,,gdcnagrota@gmail.com,2010,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-014,Government Degree College Sidhra,Jammu,Jammu,Sidhra,32.72,74.9,,,principalgdcsidhra@gmail.com,2012,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-015,Government Degree College Kunjwani/Sainik Colony,Jammu,Jammu,Kunjwani,32.71,74.92,,,gdckunjwani19@gmail.co,2015,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-016,Government Degree College for Women Bhagwatinagar,Jammu,Jammu,"Bhagwatinagar, Jammu",32.74,74.87,,,gcwbn19@gmail.com,2018,Women's College,Yes,No,"BA, B.Sc, B.Com",3 years,10+2 (Female only),Merit-based,English/Hindi,"Library, Women facilities",Yes,"₹10,000-₹15,000",Women's library,Basic labs,Yes,"₹5,000-₹7,500",Women employment,JKSSB Teacher,Women services,"MA, M.Sc",J&K Higher Education Department
JMU-017,Government Degree College Jourian,Jammu,Jammu,Jourian,32.68,74.82,,,gdcjourian@gmail.com,2019,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-018,Government College of Engineering & Technology Jammu,Jammu,Jammu,"Canal Road, Jammu",32.726,74.857,,0191-2623087,gcet_jammu1994@rediffmail.com,1960,Engineering,Yes,Yes,"B.Tech (Civil, Mechanical, Electrical, Computer)",4 years,"JEE Main, 10+2 PCM, 75%",JEE Main Rank 15000-25000,English,"Hostels, Labs, Workshop, Library",Yes,"₹40,000-₹50,000",Engineering library,Advanced engineering labs,Yes,"₹80,000-₹120,000","IT companies, PSUs",Assistant Engineer JKPSC,Tech startups,"M.Tech, MBA",J&K Higher Education Department
JMU-019,Government Degree College Kathua,Jammu,Kathua,Kathua,32.371,75.52,https://gdckathua.com/,01922-234315,gdckathua1961@gmail.com,1961,General Degree,Yes,Yes,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Hostel, Library, Labs",Yes,"₹15,000-₹25,000",Department libraries,Science/IT labs,Yes,"₹6,000-₹8,000","Banking, IT, corporate",JKSSB Admin,Local trade,"MA, M.Sc, MBA",J&K Higher Education Department
JMU-020,Government Women College Kathua,Jammu,Kathua,Kathua,32.371,75.52,,01922-232647,womencollegekathua@gmail.com,1975,Women's College,Yes,Yes,"BA, B.Sc, B.Com",3 years,10+2 (Female only),Merit-based,English/Hindi/Urdu,"Library, Labs, Women facilities",Yes,"₹12,000-₹20,000",Women's library,Science labs,Yes,"₹5,500-₹8,000",Women employment,JKSSB Teacher,Women business,"MA, M.Sc, M.Com",J&K Higher Education Department
JMU-021,Government Degree College Hiranagar,Jammu,Kathua,Hiranagar,32.46,75.26,,01922-274161,hiranagargdc@gmail.com,1980,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Labs",No,,Department library,Basic labs,Yes,"₹5,500-₹7,500",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-022,Government Degree College Basohli,Jammu,Kathua,Basohli,32.5,75.817,,01921-251952,principal.gdcbasohli@gmail.com,1985,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-023,Government Degree College Billawar,Jammu,Kathua,Billawar,32.62,75.55,,01921-222061,gdcbillawar2005@gmail.com,1990,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-024,Government Degree College Bani,Jammu,Kathua,Bani,32.9,76.2,,01921-268025,gdcbani08@gmail.com,1995,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Hilly area employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-025,Government Degree College Mahanpur,Jammu,Kathua,Mahanpur,32.4,75.45,,,principalgdcmahanpur@gmail.com,2000,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-026,Government Degree College Ramkote,Jammu,Kathua,Ramkote,32.35,75.6,,,gdcramkote2019@gmail.com,2019,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-027,Government Degree College Marheen,Jammu,Kathua,Marheen,32.32,75.48,,,gdcmarheen@gmail.com,2020,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-028,Government Degree College Udhampur,Jammu,Udhampur,Udhampur,32.916,75.142,https://www.gdcudhampur.in/,01992-270239,principal@gdcudhampur.in,1961,General Degree,Yes,Yes,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Computer Lab, Sports",Limited,"₹15,000",Central library,Science labs,Yes,"₹5,500-₹7,500","Government services, teaching",JKSSB Admin,"Services, business","MA, M.Sc",J&K Higher Education Department
JMU-029,Government Women College Udhampur,Jammu,Udhampur,Udhampur,32.916,75.142,https://gcwudhdevika.co.in/,01992-270681,gcwudhampur@gmail.com,1986,Women's College,Yes,Yes,"BA, B.Sc, B.Com, BCA",3 years,10+2 (Female only),Merit-based,English/Hindi,"Library, Labs, Auditorium, Sports",Yes,"₹12,000-₹20,000",Women's library,Science labs,Yes,"₹5,500-₹8,500","NGO/CSR, admin roles",JKSSB,Boutique/services,"MA, M.Sc, M.Com",J&K Higher Education Department
JMU-030,Government Degree College Ramnagar,Jammu,Udhampur,Ramnagar,32.8,75.2,,01990-227031,principalgdcramnagar@yahoo.com,1975,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Labs",No,,Department library,Basic labs,Yes,"₹5,500-₹7,500",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-031,Government Degree College Majalta,Jammu,Udhampur,Majalta,32.95,75.1,,,principalgdcmajalta@gmail.com,2005,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-032,Government Degree College Chenani,Jammu,Udhampur,Chenani,32.87,75.27,,,principalgdcchenani@yahoo.com,2010,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-033,Government Degree College Neeli Nallah,Jammu,Udhampur,Neeli Nallah,32.88,75.18,,,principalgdcneelinallah@gmail.com,2015,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-034,Government Degree College Dudu Basantgarh,Jammu,Udhampur,Dudu Basantgarh,32.83,75.12,,,principalgdcdb@gmail.com,2018,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-035,Government Degree College Mongri Panchari,Jammu,Udhampur,Mongri Panchari,32.82,75.08,,,,2020,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-036,Government Degree College Udhampur Additional,Jammu,Udhampur,Udhampur,32.916,75.142,,,,2022,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-037,Government Degree College Rajouri,Jammu,Rajouri,Rajouri,33.375,74.31,https://www.gpgcollegerajouri.ac.in/,01962-262510,gdcrajouri@gmail.com,1981,General Degree,Yes,Yes,"BA, B.Sc, B.Com, BBA, BCA",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Science labs, Computer labs, Sports",No,,Department libraries,Science/IT labs,Yes,"₹5,500-₹8,500","IT support, sales",JKSSB Teacher/Clerk,Small business,"MA, M.Sc, MBA",J&K Higher Education Department
JMU-038,Government Degree College Thanamandi,Jammu,Rajouri,Thanamandi,33.45,74.28,,01962-251500,gdcthannamandi@yahoo.com,1985,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic labs",No,,Department library,Basic labs,Yes,"₹5,000-₹7,500",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-039,Government Degree College Budhal,Jammu,Rajouri,Budhal,33.32,74.42,,01964-2578196,dcbbudhal@gmail.com,1990,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-040,Government Degree College Nowshera,Jammu,Rajouri,Nowshera,33.25,74.35,,01960-230323,gdcnowshera@gmail.com,1995,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Border area employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-041,Government Degree College Kalakote,Jammu,Rajouri,Kalakote,33.18,74.48,,01964-275002,gdckalakote11@gmail.com,2000,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-042,Government Degree College Sunderbani,Jammu,Rajouri,Sunderbani,33.3,74.5,,01960-233099,gdcsbn6@gmail.com,2005,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-043,Government Degree College Doongi,Jammu,Rajouri,Doongi,33.4,74.25,,01962-244401,gdcdoongi@gmail.com,2010,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-044,Government Degree College Peeri/Kotranka,Jammu,Rajouri,Peeri/Kotranka,33.22,74.38,,,gdckotranka@gmail.com,2015,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-045,Government Degree College Darhal,Jammu,Rajouri,Darhal,33.35,74.2,,,darhalgdc@gmail.com,2018,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-046,Government Degree College Poonch,Jammu,Poonch,Poonch,33.768,74.103,https://www.gdcpoonch.co.in/,01965-220231,degreecollegepoonch@gmail.com,1955,General Degree,Yes,Yes,"BA, B.Sc, B.Com, BCA, BBA",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Science labs, Computer lab, Sports ground",Yes,"₹15,000-₹25,000",Large library,Physics/Chemistry/Bio labs,Yes,"₹5,000-₹9,000","Retail, services, IT support","JKSSB Teacher/Clerk, Police","Tuition, small business","MA, M.Sc, M.Com, MBA",J&K Higher Education Department
JMU-047,Government Degree College Mendhar,Jammu,Poonch,Mendhar,33.55,74.02,,01965-226793,"principalgdcmendhar@gmail,com",1975,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic labs",No,,Department library,Basic labs,Yes,"₹5,000-₹7,500",Border area employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-048,Government Degree College Surankote,Jammu,Poonch,Surankote,33.65,74.15,,01965-231231,principalgdcskt@gmail.com,1985,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-049,Government Degree College Mandi,Jammu,Poonch,Mandi,33.7,74.08,,,degreecollegemandi@gmail.com,2010,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi/Urdu,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Rural employment,JKSSB,Rural business,"MA, M.Sc",J&K Higher Education Department
JMU-050,Government Degree College Doda,Jammu,Doda,Doda,33.144,75.547,,01996-233552,principalgdcdo@yahoo.in,1980,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-051,Government Degree College Doda-2,Jammu,Doda,Doda,33.144,75.547,,,gdcdoda2@gmail.com,1985,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-052,Government Degree College Doda-3,Jammu,Doda,Doda,33.144,75.547,,,gdcdoda3@gmail.com,1990,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-053,Government Degree College Doda-4,Jammu,Doda,Doda,33.144,75.547,,,gdcdoda4@gmail.com,1995,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-054,Government Degree College Doda-5,Jammu,Doda,Doda,33.144,75.547,,,gdcdoda5@gmail.com,2000,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-055,Government Degree College Reasi,Jammu,Reasi,Reasi,33.079,74.834,https://www.gdcreasi.co.in/,01991-245590,principalgdcreasi20@gmail.com,1990,General Degree,Yes,Limited,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-056,Government Degree College Reasi-2,Jammu,Reasi,Reasi,33.079,74.834,,,gdcreasi2@gmail.com,1995,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-057,Government Degree College Reasi-3,Jammu,Reasi,Reasi,33.079,74.834,,,gdcreasi3@gmail.com,2000,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
JMU-058,Government Degree College Reasi-4,Jammu,Reasi,Reasi,33.079,74.834,,,gdcreasi4@gmail.com,2005,General Degree,Yes,No,"BA, B.Sc, B.Com",3 years,"10+2, 45% minimum",Merit-based,English/Hindi,"Library, Basic infrastructure",No,,Basic library,Basic labs,Yes,"₹5,000-₹7,000",Local employment,JKSSB,Local business,"MA, M.Sc",J&K Higher Education Department
